Production Name,Production Code,OverallScore,Quality,ValueForMoney,Fit,Style,HowDoesItFit
Hooded Parka with Stormwear™,T493701
Faux Suede Fringe Trim Waistcoat,T666252
Open Front Longline Jacket,T590860J,4,4,4,4,4,True to size,I really like this cardigan. I have a black one which I,Another cardigan,28 March 2016,65+,Merseyside
Open Front Longline Jacket,T590860J,4,5,4,5,4,True to size,Very pleased with this jacket. Perfect size great with trousers,open frontlongline jacket,25 March 2016,65+,macclesfield
Open Front Longline Jacket,T590860J,5,4,4,5,5,True to size,Very happy with this waistcoat,My favourite sleeveless jacket,14 March 2016,65+,"Perth, Perth, Perth and Kinross, UK"
Open Front Longline Jacket,T590860J,5,5,5,5,5,True to size,"The material is of very good quality, the cut is excellent, it fall nicely. I have nothing but praise for this item. Wish it was in another colour.",Excellent quality,14 February 2016,55-64,Wales
Open Front Longline Jacket,T590860J,5,5,5,5,5,True to size,"Very pleased with this jacket. Dresses up an outfit, and a nice light cover up that would go under a longer coat if needed. Fabric is really nice quality and hangs nicely. Excellent fit as I expect now from M&amp;S, as my usual size always fits well which is good when you are ordering from over seas!",Light cover,04 February 2016,45-54,Adelaide SA
Open Front Longline Jacket,T590860J,4,5,5,2,5,True to size,I am only 5 ft and the waistcoat came down nearlyy to the floor,fit,30 January 2016,55-64,"Essex, UK"
Open Front Longline Jacket,T590860J,3,4,2,4,4,True to size,"I liked this. Have been looking for a long time for a fairly plain black structured, collarless waistcoat/jacket and M&amp;S have come up trumps as far as I am concerned. I am 5ft 4ins and the length comes just above the knee. The length is shown in the description but I wish M&amp;S would use Imperial measurements as well as Metric. Not sure about wearing with a skirt but when the weather warms up a bit, this garment will come into its own - will look smart over tailored trousers and blouse with maybe a scarf to brighten the outfit up. Very pleased with this purchase. Thankyou M&amp;S.",Smart Waistcoat,19 January 2016,65+,"New Forest National Park, Hampshire, UK"
Open Front Longline Jacket,T590860J,1,1,1,1,2,A bit small,"The picture on the website makes this look so attractive and I liked the look of the slightly fitted cut. However, there was no information on the actual length measurement and no picture of the garment on a model with details of her height which would have given a more accurate idea of the real length. I am an average height at 5 ft 7 in but this only came down to mid calf on me so not what I would describe as longline. The fabric was very synthetic in quality and I could not detect any of the added stretch. I was hoping for a jersey sleeveless jacket of a much longer length. I am sadly disappointed and will be returning this.",Another Disappointment,07 January 2016,45-54,Oxford
Double Face Unstructured Coat with Wool,T491363,4,,,,,True to size,Very pleased with this coat. It is casual but can also be dressed up to look very smart.,Casual Coat,11 April 2016,65+,"Belfast, Belfast, UK"
Double Face Unstructured Coat with Wool,T491363,3,3,3,4,4,,Unfortunately had to return. Stud fasteners visible and colour slightly different to photograph on line.,Disappointed,04 April 2016,55-64,Glasgow
Double Face Unstructured Coat with Wool,T491363,5,5,5,5,5,True to size,"Bought this recently, am so pleased with the overall look,colour,feel of material and most importantly the fit. Price point is spot on. Would definitely recommend this coat. Am currently wearing it everyday...actually keeps u fairly warm too! Happy customer. Thank u M&amp;S","Eva,London",13 March 2016,35-44,London
Double Face Unstructured Coat with Wool,T491363,5,5,5,5,5,,Lovely coat. Very smart and glamorous,Anne,09 March 2016,65+,"London, UK"
Double Face Unstructured Coat with Wool,T491363,4,4,4,4,4,True to size,Good for in between seasons,Just what I wanted,01 March 2016,45-54,"York, York, York, UK"
Double Face Unstructured Coat with Wool,T491363,5,4,4,4,5,True to size,This coat is so comfortable and not too bulky. I think a nice grey and slate colour would be nice ! Love it !,Smart and comfy -.,04 February 2016,55-64,"Surrey, uk"
Double Face Unstructured Coat with Wool,T491363,5,5,2,4,5,Big,"I loved the colours on this 'coatigan'. It's not quite a coat, but great as a throw on if you're in and out of a car ( which I am ). I'm usually a 14/16, but eventually settled on a size 10, but would have been happy with a 12. Love it!!!!",Great Coatigan,23 November 2015,45-54,"Manchester, UK"
Double Face Unstructured Coat with Wool,T491363,3,2,2,2,3,A bit small,My wife loved the style/colour.....but felt it did not suit her.,Present for wife,16 November 2015,65+,Norfolk UK
Double Face Unstructured Coat with Wool,T491363,5,5,5,5,5,True to size,"This is the perfect coat for autumn/spring - unstructured, easy-fit. Can be dressed up or down. Colourful without being in your face. Elegant cut. Long enough to cover dresses. Love it, don't want to take it off!",Lovely coat!,12 November 2015,45-54,"London, UK"
Double Face Unstructured Coat with Wool,T491363,4,4,4,4,4,True to size,I ordered this in the brown/camel combo and the colour was lovely. I bought a size up (12) but after 2 weeks I took it back as I was never going to have the occasion to wear it. I also didn't like the feel of the fabric but that's a personal thing. It's a great casual - smart compromise though,Not for me,11 November 2015,55-64,scotland
Double Face Unstructured Coat with Wool,T491363,5,5,5,5,5,True to size,I love this stylish coat. It fits and falls well and I like the press stud fastenings as there is no sag as sometimes happens with coat button holes. It is perfect for autumn days and wearing in the car. It looks great with jeans or with a dress and thick tights. I found it hard to choose between the red and the midnight mix but am glad that I went with the midnight mix as it goes well with clothes and shoes that I already own. I wear it with the cuffs rolled back as I really like the cobalt blue lining. A winner for me.,Great addition to my coat wardrobe.,22 October 2015,55-64,East Yorkshire
Double Face Unstructured Coat with Wool,T491363,5,5,5,5,5,A bit big,This looks great worn casual and with smart work wear I like to add chunky scarf for the weekend look,Soft casual oversize coat,20 October 2015,35-44,Essex
Double Face Unstructured Coat with Wool,T491363,5,5,5,4,5,A bit big,Love this coat. So comfortable to wear.,Comfortable everyday coat,20 October 2015,35-44,Glasgow
Double Face Unstructured Coat with Wool,T491363,3,4,4,4,4,A bit small,This is like a cardigan and coat combined (coatigan) - the colours are lovely - I liked the red and blue. I ordered online because my local store didn't have my size. I did send it back because it just didn't go with enough of my clothes - but it's a lovely in between seasons piece. I sized up for that slouchy Sunday vibe. Just not for me.,Coatigan !,18 October 2015,35-44,Surrey
Double Face Unstructured Coat with Wool,T491363,5,5,4,4,5,A bit small,"This is a perfect weight for Autumn. It is unlined and therefore not too heavy or bulky, ideal for in and out of the car and not too heavy to carry whilst shopping.",Autumn Favourite,17 October 2015,55-64,"Lancashire, UK"
Double Face Unstructured Coat with Wool,T491363,5,5,5,5,5,True to size,"I love this wool coat. Its a beautiful colour, easy to wear. Warm, classy and so comfortable. It looks more expensive and I think its great value. Thank you :-)",classy and comfortable,16 October 2015,35-44,"Cambridgeshire, UK"
Double Face Unstructured Coat with Wool,T491363,4,4,3,2,4,A bit big,Surely an item I'll wear in this autumn season.,Good but a little expensive,12 October 2015,55-64,Italy
Double Face Unstructured Coat with Wool,T491363,4,,,,,True to size,Was initially unsure about this coat but have decided it is worth keeping as it is a perfect weight for the autumn. What a shame all the colours sold out so quickly as I really liked the grey but am happy with the red.,Perfect for autumn,11 October 2015,55-64,East Sussex
Double Face Unstructured Coat with Wool,T491363,4,3,3,4,4,True to size,I was concerned that the lack of lining would mean the coat did not hang well but that is not the case. It meets all the requirements for an easy to wear casual coat.,Casual Coat,10 October 2015,65+,Scotland
Double Face Unstructured Coat with Wool,T491363,5,4,4,5,4,True to size,"Bought this coat on a bit of a whim but so glad I did. It is true to size and for me an excellent shape( I am a bit of an apple). Really comfy being unlined but the reverse colour is great. It is a coat but feels like a coatigan, I hate that word) but you know what I mean! Definitely recommend for this season.",so comfy,09 October 2015,65+,Scotland
Double Face Unstructured Coat with Wool,T491363,4,4,4,4,4,True to size,"This is an easy-to-wear, stylish coat for the autumn or warmer winter days. It goes well with all kind of looks: casual or more formal; trousers or skirts/dresses, and I received several compliments when I wore it.",Stylish Autumn Coat,05 October 2015,55-64,"Gloucestershire, UK"
Double Face Unstructured Coat with Wool,T491363,5,4,4,5,5,True to size,Love the colour of this mid season coat. The contrasting inside is revealed with a great splash of colour at the collar. I have received many compliments.. I chose a more fitting size than the loose look recommended and love it.,my new autumn coat,05 October 2015,55-64,"London, UK"
Double Face Unstructured Coat with Wool,T491363,5,,,,,A bit big,"I have lived in this coat for the past few weeks. Yes it is a little on the large side but I was able to try a couple of sizes and therefore sized down when purchasing. The midnight blue combined with a pop of electric blue is a wonderful choice if, like me, you prefer darker shades but miss that bit of summer brightness. Would highly recommend",Perfect autumn coat,02 October 2015,35-44,"Lancashire, UK"
Double Face Unstructured Coat with Wool,T491363,5,5,5,5,5,A bit big,Lovely coat.,Wine Mix unstructured Coat,02 October 2015,55-64,Leicestershire
Double Face Unstructured Coat with Wool,T491363,2,2,2,2,2,True to size,"For me this coat was a huge disappointment. It felt thin and I really missed a lining but know this was not the point of the coat. The colour was grey but I thought, from the picture online, that it was a blue/grey, a far more attractive option for me. Worth a try but returned immediately.",Unstructured coat,02 October 2015,65+,Essex
Double Face Unstructured Coat with Wool,T491363,4,4,4,3,4,A bit big,"Love this coat. size 10 seemed large on the shoulders and round hips so went for 8 which fits perfect. I think another 2 press studs would be better and am thinking of doing this myself,",dpw30,29 September 2015,65+,west midlands
Double Face Unstructured Coat with Wool,T491363,4,1,2,4,1,True to size,Ideal for between the seasons wear.,My unstructured coat,29 September 2015,65+,"London, UK"
Double Face Unstructured Coat with Wool,T491363,4,4,4,4,4,A bit big,Lovely coat for the autumn when its not cold enough for something more substantial.,Really good fit!,29 September 2015,35-44,"Wales, UK"
Double Face Unstructured Coat with Wool,T491363,5,5,5,4,5,True to size,"A lightly structured coat in navy with bright blue reveres and cuffs is ideal for Autumn and Spring with it's 37% wool content. Hard to choose between the this and the grey/buff colour way. At £69 this is more than value for money and would be at least £200 in a &quot;designer&quot; make. Of course it's a sell out in the stores, but I managed to buy mine on-line after seeing it mentioned in the Evening Standard. ~Well done M&amp;S. Lets have more of this quality, for which you're always known, at this reasonable price.",Autumn Coat,29 September 2015,65+,Surrey
Double Face Unstructured Coat with Wool,T491363,4,3,3,4,4,True to size,"Coat is easy to wear, lovely grey colour ideal for Spring autumn",Easy to wear coat,28 September 2015,55-64,Grimsby
Double Face Unstructured Coat with Wool,T491363,5,5,5,5,5,True to size,Lovely fit! very cosy coat! Looks very sophisticated great with jeans and scarf. A great wardrobe essential for autumn and winter! Looks absolutely nothing on the hanger but just try it on and wow! you'll see!,Favourite casual coat,28 September 2015,55-64,"Durham, County Durham, UK"
Double Face Unstructured Coat with Wool,T491363,3,3,3,3,4,True to size,"This coat is designed for the tall and skinny lady which unfortunately I am not. I did try the camel colour in store and thought I could get away with it but it was out of stock in my size, so I ordered the dark brown, but it made me look like I was wearing my Granddads old coat! So returned it. Also this could have easily been made reversible, which would have worked great.",Too Granddad like!,28 September 2015,45-54,"Rugby, Rugby, Warwickshire, UK"
Double Face Unstructured Coat with Wool,T491363,4,4,5,4,4,,"Great new coatigan (horrible word), leaf keeping lovely.",Autumn loveliness,27 September 2015,55-64,"Devon, UK"
Double Face Unstructured Coat with Wool,T491363,5,5,4,3,5,A bit small,Love this coat. Perfect for the changing,Deconstructed Autumn Coat to love,26 September 2015,45-54,London
Double Face Unstructured Coat with Wool,T491363,4,4,4,4,4,True to size,"Great for in between seasons, love the colour contrast. Looks good with boots or jeans/leggings.",Coat,26 September 2015,55-64,Devon
Double Face Unstructured Coat with Wool,T491363,5,5,5,4,5,True to size,Love it although sleeves a bit long but can be turned back and doesn't spoil the garment,The best thing for summer to autumn transition,26 September 2015,45-54,London
Double Face Unstructured Coat with Wool,T491363,4,4,4,4,4,True to size,After reading so many reviews about this coat I decided to try it and see what all the hype was about . At Silverburn I tried on the 16 which was too neat but at Braehead there was one 18 left in the pale grey so I tried it and it fitted well so I bought it! Nice soft coat and the pale grey is my preferred colour choice out of the three colours. The poppers don't really bother me as I'll be wearing the coat open. An alright price but wouldn't have paid anymore for the coat. Wouldn't be warm enough for very cold weather but ideal for this time of year,"Attractive, light-weight coat",25 September 2015,55-64,Glasgow
Double Face Unstructured Coat with Wool,T491363,1,2,,,,Very big,"This is a lovely coat, but to say it comes up big is a massive understatement.",Sizing is ridiculous,25 September 2015,25-34,Cheshire
Double Face Unstructured Coat with Wool,T491363,5,5,4,5,5,True to size,"Saw this coat in a review in the Standard. I managed to get the grey online but I did try on the red in store for size first. I love this coat, it's so versatile, doesn't crease when you sit down and fits me well, although I do have to turn the cuffs back a bit (but I generally have a bit of trouble with sleeve length in general) but it still looks great as the reverse colour lines the sleeves as well.",Love this coat!,25 September 2015,45-54,"London, UK"
Double Face Unstructured Coat with Wool,T491363,5,5,5,5,5,True to size,"This coat is really nice but could have been improved. Instead of the ugly press stud fastening, a buttonhole and nice button would have improved the overall look of the coat. I shall take the coat to an alteration service and have this done.",Really nice coat,25 September 2015,65+,suffolk
Double Face Unstructured Coat with Wool,T491363,3,4,4,1,5,True to size,"Had ordered a smaller size as had read comments, which fitted well. But the unstructured nature of the coat meant it didnt look good from the waist down. Shame as it is perfect weight for autumn and loved the colour.",Loved the look of this coat,24 September 2015,55-64,Solihull
Double Face Unstructured Coat with Wool,T491363,5,5,5,5,5,True to size,Love it.......warm /stylish/different.,Perfect coat!,24 September 2015,55-64,"Scotland, UK"
Double Face Unstructured Coat with Wool,T491363,5,4,4,4,5,True to size,"Saw this coat on M&amp;S page tried to order on line but sold out also tried larger stores but sold out ... Managed to get one from my small local branch plus had 20% off voucher ..love colour ,looks very classy ideal for when out shopping going from car to shops .. I'm a size 12-14 I got the 14 because I like the fuller look plus I wanted to roll sleeves up to show coloured lining ,the grey is a soft grey with peachy lining feels like felt .. People have commented about the poppers but I wouldn't do the coat up anyway., prefer the hang of it unbuttoned ... I will get a lot of wear out of this ... It's more of a wardrobe piece than a coat if that makes sense .",Had to have this coat,24 September 2015,45-54,Worcestershire
Double Face Unstructured Coat with Wool,T491363,5,5,5,4,5,A bit big,"Cozy, comfortable and chic! Perfect coat dressed down or up, might even get another colour (I have the blue and camel version). Usually buy size 12 but size 10 is roomy.",Perfect Autumn Coat,23 September 2015,55-64,"Essex, UK"
Double Face Unstructured Coat with Wool,T491363,4,4,2,5,4,True to size,"Ordered this online, it looked beautiful &amp; fitted well but was so itchy I couldn't wear it so had to return, shame as loved the colour &amp; fit. Also thought it expensive as was really more of a cardigan than a coat.",Looked lovely but very itchy,23 September 2015,35-44,Worcs
Double Face Unstructured Coat with Wool,T491363,5,4,5,5,5,True to size,Ideal coat for those chilly days of Autumn at a good length. Soft material and not too heavy.,Autumn coat,22 September 2015,65+,"Kent, UK"
Double Face Unstructured Coat with Wool,T491363,5,5,5,5,5,True to size,"This is a beautiful coat, very stylish, comfortable, cosy and elegant. I purchased the grey, it's a great colour, nice and clean looking, I am a size 14 and ordered a 14 because I want to put a thicker jumper under it when it gets colder. The length is just right for me too. Would highly recommend this coat.",beautiful,22 September 2015,45-54,st helens
Double Face Unstructured Coat with Wool,T491363,4,4,4,4,4,A bit small,This is a lovely item. Haven't worn it as yet but will look great with jeans and a nice scarf...lots of layering options. should get a lot of wear with this item.,Coatigan,22 September 2015,25-34,"London, UK"
Double Face Unstructured Coat with Wool,T491363,5,5,5,4,5,Very big,"I love this jacket, it's going to be very versatile. I'm glad i read the reviews before though and ordered a size smaller. I'm usually a 10 but went for the 8 and it's perfect, still roomy enough for a jumper underneath. I'm 5ft 2 and the normal length is fine.","Love it, but get a size smaller then usual",22 September 2015,35-44,Scotland
Double Face Unstructured Coat with Wool,T491363,5,5,5,5,5,True to size,this coat is really stylish and is an ideal garment for autumn when a winter coat is too much.,Truly fabulous coat for autumn,22 September 2015,55-64,London
Double Face Unstructured Coat with Wool,T491363,5,5,5,5,5,True to size,"Perfect fit, love the quality.",New coat,21 September 2015,45-54,Canada
Double Face Unstructured Coat with Wool,T491363,5,5,5,5,5,True to size,This coat is perfect in every way I just could not make my mind up on the colour as these are all great too. I have ended up buying three because they are all so lovely.I guess I must take one back because three is a bit over the top. Well done M&amp;S a real winner.,A brilliant coat,21 September 2015,55-64,Newbury Berkshire
Double Face Unstructured Coat with Wool,T491363,5,5,5,5,5,True to size,Absolutely love this unstructured coat.I bought the grey and camel as my colours all favour the neutral palette.Wears well over sweaters or blouses.Good shape on shoulders and sleeves.Not mad about the popper fastenings but minor detail.Warm enough to take through the winter without the bulk.Compliments and elongates a slightly curvy 16 top and 12 bottom!,Lightweight coat,21 September 2015,55-64,Hampshire England
Double Face Unstructured Coat with Wool,T491363,4,3,5,4,5,True to size,Loved the overall look and very keenly priced - unfortunately I found the fabric very scratchy even when wearing a blouse so I returned the item.,Looked like a great coat,21 September 2015,55-64,Hexham
Double Face Unstructured Coat with Wool,T491363,5,4,5,4,5,A bit big,This coat is a good option when you don't want to be too dressy or too casual.,Good informal coat,21 September 2015,65+,"London, UK"
Double Face Unstructured Coat with Wool,T491363,5,4,4,4,5,A bit big,I bought this in the grey and camel colour it's so easy to wear great for casual or over a dress for an evening out.,Love it !!,21 September 2015,55-64,"Lincolnshire, UK"
Double Face Unstructured Coat with Wool,T491363,4,4,4,4,4,True to size,Attractive wool coat which hangs well. Fastenings not to my taste but overall good buy.,Unusual coat,21 September 2015,65+,South
Double Face Unstructured Coat with Wool,T491363,5,5,5,5,5,True to size,"Sent for two and kept the Navy/Blue. Amazing colour combination on all the coats, con contrasting collar revere has made all the difference. The material is comfortable not at all stiff and moves with you. I am short (just over five foot) so ordered the petite and the regular length and I preferred the regular as it came just above my knee or the sleeves were on my wrist. I know the design is three-quarter/bracelet length etc. but this is a personal choice. The size 12 fitter perfectly (I am 12/14) and I can get a jumper underneath. Would recommend but the colour choice is up to the individual.",Perfect and Versatile Cardi/Coat,20 September 2015,55-64,Llanelli
Double Face Unstructured Coat with Wool,T491363,1,1,1,3,5,A bit big,"Have been coveting this coat since it was advertised, and was about to order the camel variant online but then had an unexpected trip into the city and spotted the red version in store.","I've tried it and no, not up to M&amp;S standards...",19 September 2015,,UK and France
Double Face Unstructured Coat with Wool,T491363,5,5,5,5,5,,I am really pleased with this coat. The colours are perfectly matched. It is well made and designed. I just love it.,A lovely coat at a realistic price,19 September 2015,,"Cumbria, UK"
Double Face Unstructured Coat with Wool,T491363,5,5,5,4,5,A bit big,I read previous feedback and ordered a size down in the light grey colour. Had to keep an eye on the website until an 8 became available. The fit is relaxed but good. It will fit over light weight jumpers which is what I want. A bit itchy on bare skin but I shall always have my arms covered so that will not be a problem.,Super lightweight coat,19 September 2015,55-64,Doncaster
Double Face Unstructured Coat with Wool,T491363,4,4,5,2,4,True to size,It's a lovely coat but I found sleeves too narrow to do that turnback and so it didn't work for me. Also I ordered online,slipgirl,18 September 2015,65+,"West Sussex, UK"
Double Face Unstructured Coat with Wool,T491363,4,3,2,5,4,True to size,"Whilst the accent colour was somewhat insipid (I think pink would have been a better choice) overall the coat did look good. It could be worn casually or dressed up, but either way I felt that it may not wear well with the pulling apart of the poppers to open the coat, bearing in mind that the fabric was a bit light weight. I read previous reviews where everyone said to order a size below your normal size. This I did and the fit was perfect. Overall I felt that the fabric would not hold its shape well - it was too thin.",Retired Lady of Leisure,18 September 2015,65+,Newport
Double Face Unstructured Coat with Wool,T491363,1,1,2,4,3,True to size,"This coat looked great online and the cut is actually fine, but it just missed the mark.",Could have been great...,18 September 2015,35-44,"London, UK"
Double Face Unstructured Coat with Wool,T491363,3,4,4,5,4,True to size,"Like the coat, looking for something casual-ish but more than a jacket. Would fit the bill if it were not for the awful poppers.","Excellent coat, very obtrusive poppers.",18 September 2015,65+,Devon
Double Face Unstructured Coat with Wool,T491363,4,4,4,4,4,True to size,"This is a very nice cardigan type coat. However, it is spoilt by the horrid, big press stud fastenings. I have removed them as they spoil an otherwise classy looking item.",Autumn coat,18 September 2015,65+,"Canterbury, U.K."
Double Face Unstructured Coat with Wool,T491363,2,2,2,2,2,True to size,"Didn't like the large poppers, or the thin fabric and could imagine it wouldn't wear very well. I think it is a coat that would look better oversized on a slim person.",Advertised Coat,17 September 2015,55-64,"Weston-super-Mare, North Somerset, UK"
Double Face Unstructured Coat with Wool,T491363,5,5,5,3,5,A bit big,"Stylish, lightweight and warm. I originally ordered the red but when I saw them instore I preferred the grey/camel on me, being blonde! I also brought a size down as the style was slim anyway. I also agree it would be itchy worn against skin, for me anyway. But am very pleased with it and it will be great for the next few months while its not too cold. I dont mind the poppers as you cant see them when its done up! It makes it much easier to fasten,",good autumn coat,17 September 2015,65+,West Sussex
Double Face Unstructured Coat with Wool,T491363,3,4,5,4,4,True to size,Loved the style and quality of this double faced coat but didn't like the red lapels with the main body of the coat which was a wine shade,unstructured coat,17 September 2015,65+,"Llanhilleth, Abertillery, Blaenau Gwent NP13, UK"
Double Face Unstructured Coat with Wool,T491363,4,4,1,4,4,True to size,Great coat/cardigan. I rated one star for value for money,Lovely cardigan come coat,17 September 2015,55-64,West Sussex
Double Face Unstructured Coat with Wool,T491363,2,1,2,4,2,True to size,Had to return this item as it was too much like a gentleman's dressing gown in style. Too thin to be a coat.,Like a gentleman's dressing gown,17 September 2015,55-64,North London
Double Face Unstructured Coat with Wool,T491363,5,5,5,4,5,A bit big,"I'm really pleased with this, easy to wear dressed up or casual. Can see me using it a lot! Would be tempted to buy another but would prefer a nother colour selection.",a new favourite jacket/coat,17 September 2015,65+,Worksop
Double Face Unstructured Coat with Wool,T491363,5,5,5,5,5,True to size,"I love this coat, for me the style is just right, I like the fact that it is not a thick heavy coat, it is just right to allow for layering in the colder weather. The only down side is the press studs that fasten it, I know you don't see them when it is fastened, but I think they should have been slightly better quality as this is the type of coat that will be, and to my mind should be, worn open. I purchased it in the grey and the colour is fab, it will go with so many things.",Love my new coat,17 September 2015,55-64,Durham
Double Face Unstructured Coat with Wool,T491363,4,4,4,4,5,True to size,"Great for Autumn. Very light but warm and feels more like a cardigan than a coat when on. The poppers are a bit too obvious, and also in an odd place, so like an earlier reviewer, I'm considering replacing the poppers and relocating them slightly. Possibly just one for a more casual fit, but will probably wear the coat unfastened most of the time. Also a little rough inside but fine over long sleeves. Gorgeous colour (navy/cobalt).",Very comfortable,16 September 2015,45-54,"London, UK"
Double Face Unstructured Coat with Wool,T491363,5,4,5,5,5,True to size,"I love this! I ordered the navy/blue colour way. It is very stylish and flattering and can't wait to wear it. I am almost tempted to get it another colour but that would be indulgent. Strictly speaking it is not a coat, more of a &quot;coatigan&quot; so don't expect any serious warmth. It is also unlined. It is more of a layer for not too cold days or to pop on in the evening over a dress etc. I think it is very good value particularly as I got a discount.",Super coat,16 September 2015,45-54,"Bucks, UK"
Double Face Unstructured Coat with Wool,T491363,1,1,1,1,2,A bit small,Did not fit well and looked cheap press stud did not look good,Looked cheap,16 September 2015,55-64,Cambridge
Double Face Unstructured Coat with Wool,T491363,5,5,5,5,5,True to size,I have seen very similar coats in the designer collections at a vastly inflated price. It is an iconic coat which will look great over any outfit. I am delighted with this purchase and highly recommend it.,My favourite coat of the season,16 September 2015,65+,Watford
Double Face Unstructured Coat with Wool,T491363,5,4,5,5,5,True to size,"this is a very beautiful and modern coat. Soft! Not heavy! I love it, just hope that you didn't produce millions of them as we all will be wearing them......not a good prospective!",Light coat,16 September 2015,55-64,"London,England"
Double Face Unstructured Coat with Wool,T491363,5,5,5,5,5,Big,"This coatigan is a must have, for ages 17-70. Stylish. Unstructured. Anything with jeans to a smart LBD. Essential for the inbeween seasons.",Essentially the best item M&amp;S has had for years...,16 September 2015,45-54,"Essex, UK"
Double Face Unstructured Coat with Wool,T491363,5,5,5,5,5,True to size,I bought this in the navy with cobalt blue. It is very stylish &amp; will be a great transitional coat for Autumn. I know another reviewer said they didn't like the silver poppers but I think they're fine - they go with the relaxed style of the coat. I can't wait to wear it!!,Fantastic Autumn Coat,15 September 2015,55-64,"London, UK"
Double Face Unstructured Coat with Wool,T491363,3,2,3,4,2,True to size,I was so excited to order this but when it arrived I was disappointed. Fabric was very thin and I didn't expect it to last all winter. Fit was true to size. I returned it as it didn't suit me. Shame.,Disappointed,14 September 2015,35-44,"Wakefield, West Yorkshire, UK"
Double Face Unstructured Coat with Wool,T491363,5,5,5,5,5,True to size,This is a jacket I know I will wear for years. It has that class and style that could easily be designer.,"This could be a designer piece, great design",14 September 2015,55-64,east sussex
Double Face Unstructured Coat with Wool,T491363,5,4,5,3,5,True to size,"I didn't actually NEED a coat, but couldn't resist with the discount. I bought it in blue, loved it so will keep it and enjoy.",Unstructured coat,14 September 2015,55-64,"Cambridge, Cambridge, UK"
Double Face Unstructured Coat with Wool,T491363,5,5,5,5,5,True to size,"Really useful coat for dry, autumn days. More of a long jacket on me at 5'8&quot;!",Useful coat,13 September 2015,65+,"Somerset, UK"
Double Face Unstructured Coat with Wool,T491363,4,5,4,3,4,Very big,"Love this coat but it is too big, hopefully one size down will do for me.",Not true to size,13 September 2015,35-44,"Edinburgh,UK"
Double Face Unstructured Coat with Wool,T491363,4,4,4,4,,A bit big,I bought this coat in brown after trying on all the colours. Felt the camel is a good autumn shade and it will look good with boots and jeans until you need something warmer. Like other reviewers have said it could have been designed to be reversible. The main design fault however is the silver pop fastener....do not understand that at all as it looks so tacky on what is otherwise a classy look. It didn't detract me from buying it as you can easily remove it. I will be doing that before i wear it.,Great for Autumn Days,13 September 2015,45-54,"Bristol, City of Bristol, UK"
Double Face Unstructured Coat with Wool,T491363,4,4,4,4,4,True to size,Flattering fit loved the colour -blue/navy. Sleeves a bit long for me but not long enough to turn back as a cuff!! Have to agree with previous reviewer that cheap silver presstuds ruin it. Have replaced them with black and am happy.,Good but not perfect,12 September 2015,45-54,"Leeds, West Yorkshire, UK"
Double Face Unstructured Coat with Wool,T491363,3,3,3,3,4,True to size,I ordered this coat in 2 sizes in the navy-when I put it on my husband said it looked like a graduation gown. Also the press studs should have been in a navy colour as the silver made it look really cheap. Sadly both went back.,Not sure,12 September 2015,55-64,Milton Keynes
Double Face Unstructured Coat with Wool,T491363,4,,,,,A bit big,"Looked lovely when I unwrapped it as I bought it online but as I'm 5ft 4, despite buying a size 8, I looked swamped in it. I bought the blue coat which was a good colour but sadly have returned it. I usually wear size 10 clothes but always find M&amp;S clothes larger than normal and particularly the coats. Such a shame as the quality and colours are seemingly always good.",Coat,11 September 2015,45-54,"London, UK"
Double Face Unstructured Coat with Wool,T491363,5,5,5,5,,True to size,A real 'classic' looking forward to the chillier days. Hope this coat wears well. Lovely design,Autumn coat,11 September 2015,65+,Berkshire
Double Face Unstructured Coat with Wool,T491363,5,5,5,4,5,A bit big,"The coat is lovely, but I did have to change it from a size 10 to a size 8, as it was too big. Perfect now. I'm usually a size 10.",Unstructured Coat,10 September 2015,55-64,"West Berkshire, UK"
Double Face Unstructured Coat with Wool,T491363,4,4,5,4,5,True to size,"This is more of a lightweight woven cardigan than a coat, so I bought a size up so I could wear it with a thick jumper. I love the pale grey / light camel combination. It reminds me of very early Chanel, though obviously not quite as luxurious. I usually wash wool lukewarm, roll in a towel and dry flat though as it's bonded fabric, perhaps I should stick to dry clean only. Gorgeous anyway.",Très élégant,09 September 2015,55-64,"London, UK"
Double Face Unstructured Coat with Wool,T491363,5,5,5,5,4,True to size,"Ordered this online with 25% off, making it a real bargain. I absolutely love it. The colour is perfect and it will be just right for cooler Autumn days. It's quite unusual and very stylish. One thrilled customer!",New grey coat,09 September 2015,45-54,Norfolk
Double Face Unstructured Coat with Wool,T491363,4,3,4,4,5,A bit big,"Loved the style and fit though the sleeves could have been cut more generously. Went down a size to get the best look. Quality of stitching on the inside was the greatest disappointment and reveals that this was a budget buy. None the less, a great look for the cooler weather. Am tempted to buy another in a different colour.",Budget basic with style,09 September 2015,55-64,Norfolk uk
